x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.14941885373050187,-0.34709975866681153,0.043979405594030845,0.1268259021344739,-0.6506801260369541,0.04957639329194708,0.00307281589871967,-0.8011687401525436,0.048580862395565284,-0.13647540434797104,-0.8269539336792382,0.0460777861030423,0.09834177116164187,-0.986171401770925,0.029301587970717906,-0.06685691914260353,-1.0078793739063745,0.028977866368981454,-0.08060355970765164,-0.8392552693491004,0.008001101200167955,-0.03668340584848212,-0.7244660269290957,-0.011359734904719233,-0.09355609667663373,-0.9956140099328818,-0.0018161067711276672,-0.2077175383326305,-0.9882347382746838,0.03616056453931459,-0.21180240844247225,-0.8303367877357201,0.04059409978245433,-0.15908501651915968,-0.7120219404220617,0.03208124164370246,-0.27066800697938537,-0.9032436918283634,-0.02485620297103232,-0.3526796882076599,-0.8662382067700712,0.011328558252600922,-0.3299466363205083,-0.7100269122764615,0.02261070335276189,-0.26545248965523255,-0.6121404291960277,0.014139071854576217,-0.4222339544687718,-0.7655198045617634,-0.04577810361156556,-0.46919481475453323,-0.6921873742335397,-0.03313980544252039,-0.4308006707566012,-0.5459400881745279,-0.012686805330400435,-0.37512557236295163,-0.46531608139736086,0.005345895397268298,NONE
0.0,0.0,0.0,0.1994147025782306,-0.4485486547907779,0.006714925172766818,0.18421684974278388,-0.8351042978490655,0.008502655415405055,0.011256249938129063,-0.9818082303742315,0.015693908657980107,-0.13020064799000963,-0.9281071627112292,0.024430496982691605,-0.20415627457582186,-1.0704666476610634,-0.02187254657834407,-0.07944897886246881,-1.245370227670478,-0.025010548337998293,-0.014672542681951794,-1.077123811972224,-0.04690865970303229,-0.023883714517149605,-0.9197836705645472,-0.06934001970149384,-0.4142870962760488,-0.910146253005065,-0.02958398219306555,-0.24306649426739532,-1.0515412681664003,0.015666194398031064,-0.16114454483741775,-0.9106104604266322,0.024821605927663186,-0.16172627751358634,-0.7754678581465251,0.01037785790229585,-0.5353992545826957,-0.7020164807725646,-0.029842999815514304,-0.38983889652053716,-0.8333112576815183,0.015471341415242494,-0.29817769164453106,-0.7257255541481052,0.03990900257456929,-0.2754254610498161,-0.5969489031589076,0.03452584105791925,-0.6009959841055246,-0.48108806964110434,-0.02954483148428828,-0.4794639503594113,-0.5972624771789282,0.005067193246801299,-0.3807728111722145,-0.5207375890537324,0.04605416336884687,-0.34698447381539377,-0.4268380307667117,0.07131066343045701,NONE
0.0,0.0,0.0,0.17740841677101649,-0.4901812820512865,-0.061211973046069845,0.1542452709372485,-0.8867312845181334,-0.09775300281012547,-0.040036269932106454,-1.0007249301632315,-0.12039793662591773,-0.19243140419881005,-0.9001575627632302,-0.13848957973990209,-0.3759439642419467,-1.0404808795532237,-0.09448417842982908,-0.18182183063346669,-1.247625948324289,-0.15231761912314173,-0.10251199888082994,-1.06700945383673,-0.2167412752701285,-0.12072566263711154,-0.8906433274786986,-0.2681604522721635,-0.5790937797786591,-0.8152609362784812,-0.09187178845671395,-0.3667712707465936,-0.9970031423787288,-0.11308385638635124,-0.2689742043248671,-0.8562328735731296,-0.14329495986827967,-0.27186916251938675,-0.6972493628630805,-0.17970449050669624,-0.6816827138872815,-0.5567537195998685,-0.08803754420190915,-0.5155112170867122,-0.7131685745071592,-0.10322146810346726,-0.41250143304456593,-0.6120612367626792,-0.09874179713771263,-0.39596362842088956,-0.4768338900987035,-0.10912801334108083,-0.7262575294813935,-0.29941819638359146,-0.08877971999386801,-0.6113846918877123,-0.42949030273920624,-0.10034582940454903,-0.5051486377687847,-0.3701224616970146,-0.07538187060736179,-0.4766528629314578,-0.27906975143337664,-0.05686435488648326,NONE
0.0,0.0,0.0,0.2135611125178883,-0.4426394295968888,0.01137410304629649,0.21697376732776077,-0.823591304687208,0.01934834714339622,0.05724615865685702,-0.955939797478296,0.033503073829095543,-0.08486535237439691,-0.8817249301873774,0.04999695768121818,-0.1819274359132679,-1.0742500499531715,-0.006064658916494175,-0.04756764004548935,-1.234528804583279,0.007075078889433183,0.010228516717724604,-1.0647541282408157,-0.004623812836579228,-0.0038047790016096867,-0.9181830323070462,-0.022569385977089563,-0.39444488530430777,-0.9189196006491926,-0.014432957998671366,-0.22115080383722097,-1.0711351305124812,0.042517388494374204,-0.14526280857755014,-0.9316623565832463,0.05539162324609478,-0.1483962702565347,-0.7976254605509063,0.04270169061708655,-0.5174657492696539,-0.7117904374100924,-0.014438588272070093,-0.3750292192900134,-0.8631109952383779,0.03744281659583726,-0.28950040797017323,-0.7564895931914595,0.06029610046016004,-0.2700888918854019,-0.6272784471197604,0.05363047483067783,-0.5815752291347591,-0.4923859592346996,-0.012968621979414329,-0.46682883900822725,-0.6298921963482687,0.025136352354767272,-0.3773130932696295,-0.5520762497878587,0.06694847611519447,-0.3522461945051083,-0.4550049834262135,0.09217522994420073,NONE
0.0,0.0,0.0,0.2147633376910354,-0.37253408819110745,0.03048469786111546,0.21511827506968392,-0.7306321633178223,0.05093864286248967,0.059709486673832454,-0.8888016128874633,0.0721518354544644,-0.08214704097312259,-0.8674003087044722,0.09003922305116384,-0.12138048257409262,-1.0626817600415703,0.021925641348539405,-0.033442116301586146,-1.128836993026337,0.029542245166791645,0.036081013075829886,-0.9995662942822267,0.0064048848484899645,0.06892432914096665,-0.8799988318382707,-0.015167358219991739,-0.3316010393918136,-0.9434197107726067,0.008058866282196982,-0.21606984130317128,-1.004728837576,0.07051945757139053,-0.14295340941899495,-0.8693086190814413,0.08216619002600638,-0.11892072478271973,-0.7370823359066552,0.0687877963959744,-0.46779894656166066,-0.748436323318896,0.0018107132511040467,-0.3668646108059466,-0.7942594905345157,0.054361403178476674,-0.2873855297147783,-0.6889740400899576,0.07383619078484095,-0.24432811806826513,-0.5611483122929944,0.06631218125524364,-0.5554401676122304,-0.5282891284391652,-0.002121468490869176,-0.4886420386413843,-0.5663945372934516,0.03468554615694167,-0.4065518711635228,-0.4868546575171877,0.07166060734208218,-0.3629415088384139,-0.39483384327280463,0.09536387877296759,NONE
0.0,0.0,0.0,0.18556431777109592,-0.3201537548470834,0.05614031905013382,0.1892522730350506,-0.6423430171054539,0.08425828269914111,0.05790849565017871,-0.8192353403575175,0.10744868863262907,-0.08116724019873792,-0.8373275197458507,0.12870103039822106,-0.04127802414872625,-1.0118706216553208,0.053187976356095165,-0.00548020011018028,-1.0578598834683057,0.08209491928749572,0.01893957031708141,-0.905675296653963,0.0748853681691874,0.020138507244884377,-0.7812320410375506,0.06307194466239323,-0.23547279224754852,-0.9718809413251929,0.03056278319311899,-0.17416478123198803,-0.9813631265560435,0.10990822717903753,-0.1372768565690984,-0.8390091906988666,0.1297146573282073,-0.12028354473521337,-0.7154258840462172,0.12321075029295442,-0.38381746367612557,-0.8367405303356116,0.01762634481749684,-0.32124938416608756,-0.8423491541246197,0.08565948099749661,-0.2689585161790784,-0.7249696747318561,0.10383166849570229,-0.23799956367009611,-0.6013715985663279,0.09482541502109831,-0.49424855860094014,-0.6628407315405654,0.009071367959346129,-0.4546296167384741,-0.6716356210437652,0.057429773543998724,-0.39320297573176993,-0.5739085186725245,0.09445115201059039,-0.358305381146656,-0.4752987207080607,0.1192086960636008,NONE
0.0,0.0,0.0,0.13855095917680343,-0.36775367527648894,0.0654997176417647,0.10319915226263533,-0.6562090399081614,0.08451500082288814,-0.025039442047507753,-0.7976292132532705,0.09443296792701109,-0.1592528979261896,-0.8218871078108461,0.0996848573698391,0.04446789714636777,-1.0015984570170828,0.042870402317387965,-0.12717968350747766,-1.0032314742183237,0.06617747675681258,-0.13363624871640903,-0.8316910249502237,0.06184696955678329,-0.08631766446482765,-0.7283728033616078,0.051460326864740155,-0.15015200143610724,-0.9886629235815063,0.009208391705962053,-0.25284836486520756,-0.9640474334505269,0.0701476025410537,-0.2535027810435459,-0.8025499702028748,0.08156780244759265,-0.19941817536603165,-0.684851879448429,0.07427338181796152,-0.3227481057049903,-0.8760138063555527,-0.01168169193694356,-0.3811666488023741,-0.8111592406087329,0.04366055927152367,-0.35673495643955866,-0.6598111970954422,0.05186554338561555,-0.294422164214598,-0.5589078502743691,0.03828575361775301,-0.4691438419980554,-0.7253549850931038,-0.0279950834883112,-0.5100764034148215,-0.6621052971169709,-0.0016273552742285446,-0.46561269229944524,-0.5194735778761914,0.020977513526202765,-0.40464020518268995,-0.4265263255881169,0.03985143579732727,NONE
0.0,0.0,0.0,0.16055584577735374,-0.33960877820315677,0.055697914445790205,0.1471858677649515,-0.6349238663711294,0.06930879708115936,0.03590027431632969,-0.7986424043396919,0.07687638878117388,-0.09740546446993671,-0.8295048616765581,0.08129923042745868,0.09069716211312588,-0.9912737635598192,0.02777599154427172,-0.08656308031317961,-0.9833745756364064,0.04400193595549632,-0.09602692928715266,-0.8162157947045072,0.037198827877558224,-0.05121059354875759,-0.7082123553221138,0.0262917534584016,-0.10439459365794804,-0.9945359565219308,-0.003072134522187398,-0.228793870637106,-0.9613031561649045,0.051121026597386446,-0.2305780276455307,-0.8067955249349419,0.06373523016219453,-0.17630805204748184,-0.6911844668865974,0.05757941516878071,-0.2825680185038871,-0.8916021804606834,-0.02226902256570556,-0.37011559266209465,-0.8385350518542226,0.027171596739086257,-0.34334424742012937,-0.6885028220671195,0.041624131329861244,-0.2769552912508916,-0.5911366703060541,0.03187666992213322,-0.43250196651881206,-0.7402648601639589,-0.03770151546914416,-0.4793375736446565,-0.6633792583512542,-0.016304211815823515,-0.43352059232813134,-0.523036697051873,0.007543611998874015,-0.3737555228540196,-0.444578586884318,0.026604459963281018,NONE
0.0,0.0,0.0,0.13767106837341478,-0.3572793303208294,0.03345455532807144,0.09153494163828652,-0.6924987446351871,0.03821319045871053,-0.05814070434853953,-0.8359894539784635,0.035858685015850655,-0.20877917176147667,-0.8499640296424147,0.035119515716611045,0.08575233800574086,-0.9878250637136755,0.03690211725456114,-0.15673484300395332,-1.0242833939458023,0.022876939608522197,-0.16495728123218334,-0.8509405907259172,-0.0027580131412587236,-0.10676505316842613,-0.7425006434526615,-0.022794106257712336,-0.08792156108845589,-0.9961274010365184,0.006920577627348314,-0.2814468756075622,-1.0136505419099975,0.024332230211747567,-0.27885814494210387,-0.8476938499466935,0.025710456924797957,-0.21236955331958696,-0.7394804576762936,0.019044145737467395,-0.26107245713716776,-0.9189962500115617,-0.019707649036046198,-0.41905118716734713,-0.9108983647644666,-0.00011867510660555493,-0.3926368451765228,-0.7380704253365032,0.01478731962407658,-0.31495013409182776,-0.6506865776875871,0.011881525596147986,-0.42101386735688523,-0.798328605036387,-0.04620892096178916,-0.5203935559892409,-0.7486420462904549,-0.043872264472629464,-0.4811971509895757,-0.5901515886944977,-0.023952813475215985,-0.41474365523104767,-0.5199192391210341,-0.006168132576218101,NONE
0.0,0.0,0.0,0.1284032730899477,-0.37896191638738586,0.04948713886445282,0.0702978247026885,-0.6773435426026553,0.05785972879383269,-0.07957776249899041,-0.7988640512465555,0.05645225696826624,-0.22623538354969333,-0.8069139699819391,0.050876387774444316,-0.003969922430311808,-1.0004340099246163,0.03525692562519612,-0.11543666748240124,-0.9416523012217494,0.029157411142316313,-0.10010637874309414,-0.7744137707664995,-0.003775934116634082,-0.054569688307540505,-0.6630216725869563,-0.030471201635540766,-0.19313736375931065,-0.9811717274361831,0.002777963255856893,-0.25802446034256293,-0.8638358821175629,0.048697006762258764,-0.23272038103922166,-0.7086739244511436,0.05244335172187945,-0.1792549822494351,-0.6054135741191591,0.03794606407755064,-0.3616118850252824,-0.8528648093363113,-0.022778392529676676,-0.39765655984718123,-0.7282656215706402,0.015212480092583856,-0.350058163141562,-0.5887363330018316,0.024209047264543607,-0.28400883492759565,-0.49850504955236724,0.013003527822713266,-0.5072636697306707,-0.6859477849786011,-0.04591180130386532,-0.5183882326217417,-0.5682693710394849,-0.027948611451993573,-0.45935361224475585,-0.44132401189485604,-0.005548225509256993,-0.405505698670246,-0.365534194855808,0.012603639987146358,NONE
